Type of Permit,New Units Permitted,Net Units Permitted,Type of Dwelling Unit,Issued Date,Year Issued,Year Finaled,Urban Village Name,Urban Village Type,Neighborhood,Council District,Longitude,Latitude,GEOID20,Type of Dwelling Unit per Code
Demolition Permit,0,-1,SF,6/7/2012 8:00,2012,2012,Greater Duwamish,Manufacturing Industrial,Greater Duwamish,1,-122.325278,47.53068327,5.30E+14,Demolition Only
Demolition Permit,0,-1,IND,3/31/2006 8:00,2006,2017,Outside Villages,Outside Villages,Northwest,6,-122.3385158,47.68734852,5.30E+14,Demolition Only
Demolition Permit,0,-3,MF,11/27/2017 8:00,2017,2019,Crown Hill,Residential Urban Village,Ballard,6,-122.3772153,47.68742576,5.30E+14,Apartment
Construction Permit,1,1,SF,1/31/2018 8:00,2018,2018,Outside Villages,Outside Villages,Northwest,4,-122.3232527,47.68734418,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,4/29/2011 8:00,2011,2011,Outside Villages,Outside Villages,Northwest,6,-122.3469565,47.68753732,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,4/22/2016 8:00,2016,2016,Crown Hill,Residential Urban Village,Ballard,6,-122.3743926,47.68755593,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,4/22/2016 8:00,2016,2016,Crown Hill,Residential Urban Village,Ballard,6,-122.3743926,47.68755593,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,10/3/2017 8:00,2017,2019,Outside Villages,Outside Villages,Southwest,1,-122.391958,47.53075612,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,10/3/2017 8:00,2017,2018,Outside Villages,Outside Villages,Southwest,1,-122.391958,47.53075612,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,4/3/2015 8:00,2015,2016,Outside Villages,Outside Villages,Ballard,6,-122.3664749,47.67035485,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,4/21/2015 8:00,2015,2016,Outside Villages,Outside Villages,Ballard,6,-122.3664749,47.67035485,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,11/16/2015 8:00,2015,2017,Outside Villages,Outside Villages,Northeast,4,-122.3159995,47.68742379,5.30E+14,Detached Single-Family
Construction Permit,1,1,DADU,8/13/2010 8:00,2010,2012,Outside Villages,Outside Villages,Ballard,6,-122.3700919,47.68763113,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,SF,6/9/2016 8:00,2016,2017,Outside Villages,Outside Villages,Northeast,4,-122.3113516,47.68729485,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,6/9/2016 8:00,2016,2016,Outside Villages,Outside Villages,Northeast,4,-122.3113516,47.68729485,5.30E+14,Detached Single-Family
Construction Permit,4,4,MF,10/21/2015 8:00,2015,2017,Outside Villages,Outside Villages,Ballard,6,-122.3669395,47.66457083,5.30E+14,Rowhouse
Demolition Permit,0,-1,SF,10/21/2015 8:00,2015,2015,Outside Villages,Outside Villages,Ballard,6,-122.3669395,47.66457083,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,6/11/2016 8:00,2016,2017,Outside Villages,Outside Villages,Ballard,6,-122.3666574,47.67483269,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,11/19/2007 8:00,2007,2024,Outside Villages,Outside Villages,Southwest,1,-122.391258,47.5290496,5.30E+14,Detached Single-Family
Construction Permit,1,1,ADU,10/17/2016 8:00,2016,2017,Outside Villages,Outside Villages,Ballard,6,-122.3808127,47.68954842,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,0,-1,MF,7/9/2008 8:00,2008,2017,Outside Villages,Outside Villages,Delridge Neighborhoods,1,-122.3465052,47.53129876,5.30E+14,Multifamily Ground Level Townhouse
Construction Permit,1,1,SF,8/16/2014 8:00,2014,2015,Outside Villages,Outside Villages,Northwest,6,-122.3374518,47.68656418,5.30E+14,Detached Single-Family
Construction Permit,2,2,MF,9/19/2006 8:00,2006,2011,Outside Villages,Outside Villages,Delridge Neighborhoods,1,-122.3462591,47.53096966,5.30E+14,Multifamily Ground Level Townhouse
Construction Permit,1,1,DADU,3/14/2017 8:00,2017,2021,Outside Villages,Outside Villages,Southeast,2,-122.2654972,47.53072613,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,ADU,9/27/2016 8:00,2016,2019,Outside Villages,Outside Villages,Southeast,2,-122.2643313,47.53079808,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,5,5,MF,3/21/2017 8:00,2017,2017,Outside Villages,Outside Villages,Lake Union,6,-122.3484374,47.65881026,5.30E+14,Rowhouse
Demolition Permit,0,-1,SF,3/23/2017 8:00,2017,2017,Outside Villages,Outside Villages,Lake Union,6,-122.3484374,47.65881026,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,8/15/2014 8:00,2014,2014,Roosevelt,Residential Urban Village,Northwest,4,-122.3198798,47.67744135,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,8/15/2014 8:00,2014,2014,Roosevelt,Residential Urban Village,Northwest,4,-122.3198798,47.67744135,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,4/23/2015 8:00,2015,2015,Outside Villages,Outside Villages,Ballard,6,-122.3664078,47.67939686,5.30E+14,Detached Single-Family
Construction Permit,3,3,MIXED,4/23/2015 8:00,2015,2016,Outside Villages,Outside Villages,Ballard,6,-122.3664078,47.67939686,5.30E+14,Accessory Live/Work
Construction Permit,1,1,DADU,4/28/2016 8:00,2016,2016,Outside Villages,Outside Villages,Northwest,5,-122.3670753,47.69411617,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,4,4,MF,3/28/2015 8:00,2015,2016,South Park,Residential Urban Village,Greater Duwamish,1,-122.3220833,47.52630978,5.30E+14,Townhouse
Construction Permit,1,1,DADU,6/9/2017 8:00,2017,2018,Crown Hill,Residential Urban Village,Ballard,6,-122.3717875,47.69022094,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,2,2,MF,6/13/2012 8:00,2012,2013,Outside Villages,Outside Villages,Northwest,5,-122.3695677,47.69091522,5.30E+14,Rowhouse
Demolition Permit,0,-1,MIXED,7/11/2013 8:00,2013,2015,Greater Duwamish,Manufacturing Industrial,Greater Duwamish,1,-122.3231066,47.58580097,5.30E+14,Demolition Only
Construction Permit,2,2,MF,11/15/2016 8:00,2016,2017,Outside Villages,Outside Villages,Greater Duwamish,1,-122.3213788,47.55047341,5.30E+14,Townhouse
Construction Permit,2,2,MF,11/15/2016 8:00,2016,2017,Outside Villages,Outside Villages,Greater Duwamish,1,-122.3213788,47.55047341,5.30E+14,Townhouse
Demolition Permit,0,-1,SF,5/30/2014 8:00,2014,2014,Outside Villages,Outside Villages,Greater Duwamish,1,-122.3229833,47.55025033,5.30E+14,Detached Single-Family
Construction Permit,5,5,MF,5/30/2014 8:00,2014,2015,Outside Villages,Outside Villages,Greater Duwamish,1,-122.3229833,47.55025033,5.30E+14,Rowhouse
Construction Permit,3,3,MF,12/29/2017 8:00,2017,2019,Crown Hill,Residential Urban Village,Ballard,6,-122.3770764,47.68720692,5.30E+14,Townhouse
Demolition Permit,0,-1,SF,5/20/2013 8:00,2013,2014,Outside Villages,Outside Villages,Ballard,6,-122.3972891,47.68711338,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,10/29/2015 8:00,2015,2017,Outside Villages,Outside Villages,Northeast,4,-122.3155016,47.68720964,5.30E+14,Demolition Only
Construction Permit,1,1,SF,1/6/2016 8:00,2016,2017,Outside Villages,Outside Villages,Northeast,4,-122.3155016,47.68720964,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,12/29/2017 8:00,2017,2019,Crown Hill,Residential Urban Village,Ballard,6,-122.3771882,47.68728285,5.30E+14,Detached Single-Family
Construction Permit,1,1,ADU,6/24/2016 8:00,2016,2016,Outside Villages,Outside Villages,Northwest,6,-122.3334239,47.68728763,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,SF,8/8/2013 8:00,2013,2014,Outside Villages,Outside Villages,Northwest,6,-122.3334239,47.68728763,5.30E+14,Detached Single-Family
Construction Permit,3,3,MF,3/14/2012 8:00,2012,2013,Crown Hill,Residential Urban Village,Ballard,6,-122.3765073,47.68756936,5.30E+14,Accessory Live/Work
Construction Permit,48,48,MF,3/14/2012 8:00,2012,2013,Crown Hill,Residential Urban Village,Ballard,6,-122.3765073,47.68756936,5.30E+14,Apartment
Construction Permit,1,1,SF,5/20/2016 8:00,2016,2017,Outside Villages,Outside Villages,Northeast,4,-122.2750262,47.68683577,5.30E+14,Detached Single-Family
Demolition Permit,0,-2,MF,11/27/2017 8:00,2017,2018,Crown Hill,Residential Urban Village,Ballard,6,-122.3771758,47.68756536,5.30E+14,Townhouse
Construction Permit,1,1,SF,12/29/2017 8:00,2017,2019,Crown Hill,Residential Urban Village,Ballard,6,-122.3771758,47.68756536,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,6/24/2014 8:00,2014,2015,Outside Villages,Outside Villages,Ballard,6,-122.3900573,47.68748105,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,9/22/2017 8:00,2017,2018,Outside Villages,Outside Villages,Southwest,1,-122.3919705,47.53066424,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,9/22/2017 8:00,2017,2018,Outside Villages,Outside Villages,Southwest,1,-122.3919705,47.53066424,5.30E+14,Detached Single-Family
Construction Permit,1,1,MF,12/19/2013 8:00,2013,2015,Crown Hill,Residential Urban Village,Ballard,6,-122.3764899,47.68773228,5.30E+14,Accessory Live/Work
Demolition Permit,0,-1,SF,12/17/2013 8:00,2013,2014,Crown Hill,Residential Urban Village,Ballard,6,-122.3764899,47.68773228,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,8/28/2014 8:00,2014,2014,Outside Villages,Outside Villages,Northeast,4,-122.3029703,47.68892529,5.30E+14,Detached Single-Family
Construction Permit,1,1,DADU,5/4/2016 8:00,2016,2020,Outside Villages,Outside Villages,Northwest,6,-122.3380738,47.68924043,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,2,2,MF,2/24/2014 8:00,2014,2015,Greenwood-Phinney Ridge,Residential Urban Village,Northwest,6,-122.3555396,47.68883243,5.30E+14,Townhouse
Construction Permit,1,0,ADU,3/3/2015 8:00,2015,2015,Outside Villages,Outside Villages,Northeast,4,-122.3071162,47.68908997,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,SF,12/21/2015 8:00,2015,2016,Outside Villages,Outside Villages,Ballard,6,-122.3680839,47.69006135,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,8/23/2017 8:00,2017,2019,Roosevelt,Residential Urban Village,Northwest,4,-122.3186303,47.67710946,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,5/5/2015 8:00,2015,2016,Outside Villages,Outside Villages,Ballard,5,-122.367452,47.69999079,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,5/5/2015 8:00,2015,2016,Outside Villages,Outside Villages,Ballard,5,-122.3674498,47.69978028,5.30E+14,Detached Single-Family
Construction Permit,1,1,MF,2/16/2016 8:00,2016,2016,Rainier Beach,Residential Urban Village,Southeast,2,-122.2687009,47.52828697,5.30E+14,Apartment
Construction Permit,1,1,DADU,3/22/2016 8:00,2016,2016,Crown Hill,Residential Urban Village,Ballard,6,-122.3737889,47.68973147,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,SF,2/28/2012 8:00,2012,2012,Outside Villages,Outside Villages,Greater Duwamish,2,-122.2851101,47.52856981,5.30E+14,Detached Single-Family
Construction Permit,1,1,DADU,8/27/2015 8:00,2015,2017,Outside Villages,Outside Villages,Ballard,6,-122.3711922,47.68979318,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,SF,1/8/2016 8:00,2016,2016,Outside Villages,Outside Villages,Central,3,-122.3092785,47.60984286,5.30E+14,Detached Single-Family
Construction Permit,3,3,MF,9/7/2016 8:00,2016,2017,Outside Villages,Outside Villages,Northeast,4,-122.2902398,47.68777477,5.30E+14,Accessory Live/Work
Construction Permit,1,1,DADU,4/8/2014 8:00,2014,2014,Crown Hill,Residential Urban Village,Ballard,6,-122.3751521,47.68814759,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,SF,6/19/2014 8:00,2014,2014,Outside Villages,Outside Villages,Ballard,6,-122.3940746,47.68800986,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,4/25/2014 8:00,2014,2014,Outside Villages,Outside Villages,Ballard,6,-122.3940746,47.68800986,5.30E+14,Detached Single-Family
Construction Permit,1,1,DADU,5/3/2013 8:00,2013,2013,Crown Hill,Residential Urban Village,Ballard,6,-122.3751412,47.6882598,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,1,1,ADU,2/26/2016 8:00,2016,2017,Crown Hill,Residential Urban Village,Ballard,6,-122.3730654,47.68826236,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,SF,8/31/2012 8:00,2012,2014,Outside Villages,Outside Villages,Northwest,6,-122.3358324,47.68834916,5.30E+14,Detached Single-Family
Construction Permit,1,1,ADU,2/14/2015 8:00,2015,2015,Outside Villages,Outside Villages,Northeast,4,-122.2814878,47.68804927,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,3,3,MF,3/29/2016 8:00,2016,2018,Outside Villages,Outside Villages,Northeast,3,-122.3216305,47.64838939,5.30E+14,Apartment
Construction Permit,1,1,MIXED,5/5/2008 8:00,2008,2011,Roosevelt,Residential Urban Village,Northwest,4,-122.3195204,47.67567457,5.30E+14,Multifamily Non-Ground Level Dwelling
Construction Permit,1,1,SF,1/20/2016 8:00,2016,2016,Outside Villages,Outside Villages,Ballard,6,-122.37007,47.68843281,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,3/8/2017 8:00,2017,2017,Outside Villages,Outside Villages,Central,3,-122.2996926,47.59525933,5.30E+14,Detached Single-Family
Construction Permit,1,1,MF,3/7/2013 8:00,2013,2013,Outside Villages,Outside Villages,Lake Union,6,-122.3482271,47.66027076,5.30E+14,Apartment
Construction Permit,1,1,MF,4/9/2015 8:00,2015,2015,Outside Villages,Outside Villages,Lake Union,6,-122.3481271,47.66381015,5.30E+14,Apartment
Construction Permit,1,1,SF,1/11/2012 8:00,2012,2012,Outside Villages,Outside Villages,Ballard,6,-122.3665345,47.67471983,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,1/11/2012 8:00,2012,2012,Outside Villages,Outside Villages,Ballard,6,-122.3665295,47.67482173,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,9/6/2017 8:00,2017,2018,Outside Villages,Outside Villages,Northeast,4,-122.2849891,47.68824767,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,9/20/2016 8:00,2016,2017,Outside Villages,Outside Villages,Central,3,-122.2935919,47.59545318,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,10/6/2015 8:00,2015,2017,Outside Villages,Outside Villages,Lake Union,6,-122.3480394,47.65763468,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,10/6/2015 8:00,2015,2017,Outside Villages,Outside Villages,Lake Union,6,-122.3480394,47.65763468,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,2/7/2015 8:00,2015,2015,Outside Villages,Outside Villages,Northwest,6,-122.3480649,47.67369826,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,2/9/2015 8:00,2015,2015,Outside Villages,Outside Villages,Northwest,6,-122.3480649,47.67369826,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,11/1/2017 8:00,2017,2018,Outside Villages,Outside Villages,Ballard,6,-122.366686,47.66609618,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,1/28/2011 8:00,2011,2011,Outside Villages,Outside Villages,East,3,-122.2961919,47.62618837,5.30E+14,Detached Single-Family
Construction Permit,119,119,MIXED,4/28/2017 8:00,2017,2019,First Hill,Urban Center Village,East,2,-122.3219279,47.60284647,5.30E+14,Apartment
Construction Permit,2,2,MF,10/6/2015 8:00,2015,2017,Outside Villages,Outside Villages,Lake Union,6,-122.3480721,47.65756825,5.30E+14,Townhouse
Construction Permit,1,1,SF,4/9/2017 8:00,2017,2018,Outside Villages,Outside Villages,Lake Union,4,-122.3191209,47.66392588,5.30E+14,Detached Single-Family
Construction Permit,3,3,MIXED,12/2/2017 8:00,2017,2018,Outside Villages,Outside Villages,Ballard,6,-122.3666616,47.66626231,5.30E+14,Rowhouse
Demolition Permit,0,-1,SF,12/6/2017 8:00,2017,2018,Outside Villages,Outside Villages,Ballard,6,-122.3666616,47.66626231,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,12/1/2017 8:00,2017,2018,Outside Villages,Outside Villages,Central,3,-122.305938,47.60941009,5.30E+14,Detached Single-Family
Construction Permit,2,2,SF,8/14/2014 8:00,2014,2015,Outside Villages,Outside Villages,Central,3,-122.3009707,47.59517572,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,7/25/2017 8:00,2017,2018,Outside Villages,Outside Villages,Central,3,-122.2997896,47.59514146,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,9/22/2017 8:00,2017,2019,Outside Villages,Outside Villages,Central,3,-122.2891377,47.60962658,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,9/22/2017 8:00,2017,2018,Outside Villages,Outside Villages,Central,3,-122.2891377,47.60962658,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,5/17/2006 8:00,2006,2011,Outside Villages,Outside Villages,Delridge Neighborhoods,1,-122.3817261,47.53020717,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,5/17/2006 8:00,2006,2017,Outside Villages,Outside Villages,Delridge Neighborhoods,1,-122.3817261,47.53020717,5.30E+14,Detached Single-Family
Construction Permit,1,1,MF,3/11/2013 8:00,2013,2014,South Park,Residential Urban Village,Greater Duwamish,1,-122.3197153,47.53007878,5.30E+14,Apartment
Construction Permit,8,8,MF,11/21/2016 8:00,2016,2018,Aurora-Licton Springs,Residential Urban Village,Northwest,5,-122.3426516,47.6917214,5.30E+14,Apartment
Construction Permit,12,12,MF,11/21/2016 8:00,2016,2018,Aurora-Licton Springs,Residential Urban Village,Northwest,5,-122.3426516,47.6917214,5.30E+14,Small Efficiency Dwelling
Construction Permit,1,1,SF,4/4/2012 8:00,2012,2012,Outside Villages,Outside Villages,Northwest,5,-122.3583108,47.6941044,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,4/30/2012 8:00,2012,2012,Crown Hill,Residential Urban Village,Ballard,6,-122.3781431,47.69398162,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,7/13/2012 8:00,2012,2012,Crown Hill,Residential Urban Village,Ballard,6,-122.3781431,47.69398162,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,1/7/2016 8:00,2016,2017,Outside Villages,Outside Villages,Ballard,6,-122.3672979,47.66738573,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,3/14/2018 8:00,2018,2018,Outside Villages,Outside Villages,Ballard,6,-122.3671198,47.6747212,5.30E+14,Detached Single-Family
Construction Permit,3,3,MF,3/31/2018 8:00,2018,2019,Outside Villages,Outside Villages,Ballard,6,-122.3671198,47.6747212,5.30E+14,Rowhouse
Construction Permit,3,3,MF,10/31/2016 8:00,2016,2017,Outside Villages,Outside Villages,Greater Duwamish,1,-122.3218634,47.55020173,5.30E+14,Townhouse
Construction Permit,1,1,SF,4/5/2016 8:00,2016,2017,Outside Villages,Outside Villages,Northeast,4,-122.2759541,47.68861012,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,4/5/2016 8:00,2016,2017,Outside Villages,Outside Villages,Northeast,4,-122.2759541,47.68861012,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,10/5/2013 8:00,2013,2014,Outside Villages,Outside Villages,Northwest,4,-122.3265326,47.68996347,5.30E+14,Detached Single-Family
Construction Permit,2,2,MF,9/21/2017 8:00,2017,2018,Outside Villages,Outside Villages,Northeast,4,-122.3071747,47.6898371,5.30E+14,Townhouse
Construction Permit,2,2,MF,9/21/2017 8:00,2017,2018,Outside Villages,Outside Villages,Northeast,4,-122.306901,47.68881739,5.30E+14,Accessory Live/Work
Demolition Permit,0,-1,SF,9/22/2014 8:00,2014,2016,12th Avenue,Urban Center Village,East,3,-122.3146994,47.61002721,5.30E+14,Detached Single-Family
Construction Permit,2,2,MF,9/22/2014 8:00,2014,2017,12th Avenue,Urban Center Village,East,3,-122.3146994,47.61002721,5.30E+14,Townhouse
Demolition Permit,0,-1,SF,6/27/2016 8:00,2016,2016,Crown Hill,Residential Urban Village,Ballard,6,-122.3749749,47.68991009,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,11/25/2013 8:00,2013,2014,Outside Villages,Outside Villages,North,5,-122.3187827,47.69422457,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,8/10/2006 8:00,2006,2011,Outside Villages,Outside Villages,North,5,-122.3188309,47.69785143,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,9/25/2017 8:00,2017,2017,Crown Hill,Residential Urban Village,Ballard,6,-122.378708,47.69172749,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,8/15/2016 8:00,2016,2016,Outside Villages,Outside Villages,North,5,-122.3280427,47.69159656,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,9/21/2017 8:00,2017,2019,Roosevelt,Residential Urban Village,Northwest,4,-122.3184725,47.67674626,5.30E+14,Detached Single-Family
Construction Permit,76,76,MIXED,7/15/2016 8:00,2016,2018,Roosevelt,Residential Urban Village,Northwest,4,-122.3184525,47.67745038,5.30E+14,Apartment
Construction Permit,1,1,DADU,1/6/2014 8:00,2014,2015,Crown Hill,Residential Urban Village,Ballard,6,-122.3786783,47.69396126,5.30E+14,"Accessory Dwelling, Detached"
Construction Permit,7,7,MF,12/22/2016 8:00,2016,2018,Greenwood-Phinney Ridge,Residential Urban Village,Northwest,5,-122.3542469,47.69394809,5.30E+14,Rowhouse
Demolition Permit,0,-2,MF,12/22/2016 8:00,2016,2017,Greenwood-Phinney Ridge,Residential Urban Village,Northwest,5,-122.3542469,47.69394809,5.30E+14,Townhouse
Construction Permit,2,2,MIXED,4/13/2015 8:00,2015,2016,Crown Hill,Residential Urban Village,Ballard,6,-122.3770887,47.69399362,5.30E+14,Accessory Live/Work
Construction Permit,1,1,MIXED,4/13/2015 8:00,2015,2016,Crown Hill,Residential Urban Village,Ballard,6,-122.3771653,47.69399019,5.30E+14,Accessory Live/Work
Demolition Permit,0,-1,SF,12/22/2016 8:00,2016,2017,Greenwood-Phinney Ridge,Residential Urban Village,Northwest,5,-122.354235,47.69406446,5.30E+14,Detached Single-Family
Construction Permit,2,2,MIXED,4/13/2015 8:00,2015,2016,Outside Villages,Outside Villages,Ballard,6,-122.3772765,47.69395813,5.30E+14,Townhouse
Construction Permit,1,1,SF,3/16/2015 8:00,2015,2016,Crown Hill,Residential Urban Village,Ballard,6,-122.377125,47.69415586,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,10/25/2014 8:00,2014,2015,Outside Villages,Outside Villages,Southwest,1,-122.3842254,47.52734824,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,10/25/2014 8:00,2014,2014,Outside Villages,Outside Villages,Southwest,1,-122.3842254,47.52734824,5.30E+14,Detached Single-Family
Construction Permit,3,3,MF,10/2/2012 8:00,2012,2013,Roosevelt,Residential Urban Village,Northwest,4,-122.3177555,47.67891252,5.30E+14,Apartment
Construction Permit,5,5,MF,2/13/2018 8:00,2018,2021,Outside Villages,Outside Villages,Northeast,4,-122.3059466,47.69138602,5.30E+14,Townhouse
Construction Permit,5,5,MF,2/13/2018 8:00,2018,2019,Outside Villages,Outside Villages,Northeast,4,-122.3052761,47.69138911,5.30E+14,Townhouse
Construction Permit,5,5,MF,4/5/2011 8:00,2011,2013,Westwood-Highland Park,Residential Urban Village,Delridge Neighborhoods,1,-122.3607709,47.52634991,5.30E+14,Multifamily Ground Level Townhouse
Construction Permit,4,4,MF,5/22/2009 8:00,2009,2011,Westwood-Highland Park,Residential Urban Village,Delridge Neighborhoods,1,-122.3610333,47.52622363,5.30E+14,Multifamily Ground Level Townhouse
Construction Permit,1,1,SF,9/29/2014 8:00,2014,2019,Outside Villages,Outside Villages,Greater Duwamish,2,-122.2890997,47.52585911,5.30E+14,Detached Single-Family
Construction Permit,1,1,ADU,9/29/2014 8:00,2014,2019,Outside Villages,Outside Villages,Greater Duwamish,2,-122.2890997,47.52585911,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,86,86,MIXED,7/20/2009 8:00,2009,2012,Outside Villages,Outside Villages,Northeast,4,-122.2903782,47.69129406,5.30E+14,Multifamily Non-Ground Level Dwelling
Construction Permit,1,1,ADU,5/30/2017 8:00,2017,2019,Outside Villages,Outside Villages,Ballard,6,-122.3935883,47.69162099,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,SF,8/26/2016 8:00,2016,2017,Outside Villages,Outside Villages,Ballard,6,-122.3979181,47.68866757,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,8/26/2016 8:00,2016,2016,Outside Villages,Outside Villages,Ballard,6,-122.3979181,47.68866757,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,1/7/2016 8:00,2016,2016,Outside Villages,Outside Villages,Southwest,1,-122.3923355,47.52948391,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,10/12/2012 8:00,2012,2013,Outside Villages,Outside Villages,Ballard,6,-122.3900927,47.68923488,5.30E+14,Detached Single-Family
Construction Permit,1,1,ADU,1/18/2013 8:00,2013,2013,South Park,Residential Urban Village,Greater Duwamish,1,-122.3206292,47.52863994,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,SF,12/18/2016 8:00,2016,2019,Outside Villages,Outside Villages,Southwest,1,-122.3912471,47.52938835,5.30E+14,Detached Single-Family
Construction Permit,1,1,SF,5/12/2011 8:00,2011,2012,Outside Villages,Outside Villages,Delridge Neighborhoods,1,-122.358751,47.52864,5.30E+14,Detached Single-Family
Demolition Permit,0,-2,MF,5/29/2008 8:00,2008,2017,Outside Villages,Outside Villages,Central,3,-122.2994834,47.5950293,5.30E+14,Demolition Only
Demolition Permit,0,-2,MF,3/2/2018 8:00,2018,2020,Outside Villages,Outside Villages,Central,3,-122.2994834,47.5950293,5.30E+14,Apartment
Construction Permit,1,1,SF,3/2/2018 8:00,2018,2020,Outside Villages,Outside Villages,Central,3,-122.2994834,47.5950293,5.30E+14,Detached Single-Family
Construction Permit,2,2,MF,3/2/2018 8:00,2018,2020,Outside Villages,Outside Villages,Central,3,-122.2994834,47.5950293,5.30E+14,Townhouse
Construction Permit,1,1,ADU,1/5/2016 8:00,2016,2016,Outside Villages,Outside Villages,Ballard,6,-122.3966,47.68944613,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,3,3,MIXED,12/26/2017 8:00,2017,2019,Roosevelt,Residential Urban Village,Northwest,4,-122.3184725,47.67674626,5.30E+14,Accessory Live/Work
Construction Permit,75,75,MIXED,12/26/2017 8:00,2017,2019,Roosevelt,Residential Urban Village,Northwest,4,-122.3184725,47.67674626,5.30E+14,Small Efficiency Dwelling
Construction Permit,1,1,ADU,10/18/2016 8:00,2016,2017,Outside Villages,Outside Villages,Northwest,5,-122.3373777,47.69129589,5.30E+14,"Accessory Dwelling, Attached"
Construction Permit,1,1,SF,10/18/2016 8:00,2016,2017,Outside Villages,Outside Villages,Northwest,5,-122.3373777,47.69129589,5.30E+14,Detached Single-Family
Demolition Permit,0,-1,SF,5/22/2008 8:00,2008,2017,Outside Villages,Outside Villages,North,5,-122.3205775,47.69116665,5.30E+14,Detached Single-Family
